timestamp,open,high,low,close
2024-11-30 17:00:00,0.42731,0.42812,0.4273,0.42785
2024-11-30 17:01:00,0.42784,0.42818,0.4276,0.42766
2024-11-30 17:02:00,0.42767,0.42813,0.4268,0.42683
2024-11-30 17:03:00,0.42684,0.42747,0.42651,0.42703
2024-11-30 17:04:00,0.42702,0.42741,0.4267,0.42683
2024-11-30 17:05:00,0.42683,0.427,0.42636,0.42642
2024-11-30 17:06:00,0.42642,0.42664,0.42588,0.42651
2024-11-30 17:07:00,0.42651,0.42683,0.42634,0.42634
2024-11-30 17:08:00,0.42634,0.42644,0.42608,0.42635
2024-11-30 17:09:00,0.42635,0.42635,0.42596,0.42626
2024-11-30 17:10:00,0.42627,0.4263,0.42576,0.42577
2024-11-30 17:11:00,0.42577,0.42598,0.42569,0.42597
2024-11-30 17:12:00,0.42598,0.42608,0.4255,0.42577
2024-11-30 17:13:00,0.42576,0.42577,0.42533,0.42562
2024-11-30 17:14:00,0.42561,0.42575,0.42526,0.42536
2024-11-30 17:15:00,0.42536,0.42599,0.42528,0.42529
2024-11-30 17:16:00,0.42529,0.42601,0.42515,0.42562
2024-11-30 17:17:00,0.42562,0.42634,0.42556,0.42619
2024-11-30 17:18:00,0.42619,0.42619,0.42581,0.42582
2024-11-30 17:19:00,0.42581,0.42615,0.42568,0.42601
2024-11-30 17:20:00,0.42601,0.42607,0.42541,0.42542
2024-11-30 17:21:00,0.42542,0.42631,0.42528,0.42617
2024-11-30 17:22:00,0.42618,0.42636,0.4259,0.42627
2024-11-30 17:23:00,0.42625,0.42663,0.42608,0.42615
2024-11-30 17:24:00,0.42615,0.42623,0.42585,0.42585
2024-11-30 17:25:00,0.42584,0.4261,0.42576,0.42581
2024-11-30 17:26:00,0.42581,0.42607,0.4258,0.42599
2024-11-30 17:27:00,0.426,0.42628,0.426,0.42602
2024-11-30 17:28:00,0.42603,0.42619,0.42586,0.42596
2024-11-30 17:29:00,0.42596,0.42603,0.42584,0.42596
2024-11-30 17:30:00,0.42597,0.42603,0.42593,0.42602
2024-11-30 17:31:00,0.42603,0.42708,0.42602,0.42693
2024-11-30 17:32:00,0.42692,0.42692,0.42607,0.42607
2024-11-30 17:33:00,0.42607,0.42649,0.42605,0.42649
2024-11-30 17:34:00,0.4265,0.42672,0.42616,0.42616
2024-11-30 17:35:00,0.42617,0.42617,0.42566,0.42573
2024-11-30 17:36:00,0.42573,0.42577,0.42508,0.42523
2024-11-30 17:37:00,0.42523,0.42535,0.42513,0.42519
2024-11-30 17:38:00,0.42519,0.42532,0.42496,0.42516
2024-11-30 17:39:00,0.42517,0.42539,0.42505,0.42517
2024-11-30 17:40:00,0.42517,0.4253,0.42505,0.42517
2024-11-30 17:41:00,0.42517,0.42542,0.42509,0.42542
2024-11-30 17:42:00,0.42542,0.42632,0.42542,0.42594
2024-11-30 17:43:00,0.42594,0.42594,0.42531,0.42537
2024-11-30 17:44:00,0.42538,0.42549,0.42522,0.42533
2024-11-30 17:45:00,0.42533,0.42558,0.42524,0.42538
2024-11-30 17:46:00,0.42538,0.42539,0.4251,0.42513
2024-11-30 17:47:00,0.42512,0.42541,0.42483,0.42541
