Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,I,edgenext,30,14days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,30,14days,2024-04,Test,0.5021,0.0,0.0,0.663,0.6581
ETHUSDT,I,edgenext,30,14days,2024-05,Test,0.506,0.0,0.0,0.6093,0.6044
ETHUSDT,I,edgenext,30,14days,2024-08,Test,0.5051,0.0,0.0,0.4998,0.4922
ETHUSDT,I,edgenext,30,14days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,30,14days,2024-06,Train,0.5113,0.0,0.0,0.525,0.5165
ETHUSDT,I,edgenext,30,21days,2024-02,Test,0.5031,0.0,0.0,0.5751,0.566
ETHUSDT,I,edgenext,30,21days,2024-05,Test,0.4962,0.6633,1.0,0.5252,0.5429
ETHUSDT,I,edgenext,30,21days,2024-06,Train,0.5084,0.0,0.0,0.663,0.651
ETHUSDT,I,edgenext,30,21days,2024-04,Test,0.5023,0.0,0.0,0.5389,0.5231
ETHUSDT,I,edgenext,30,21days,2024-03,Test,0.5007,0.0,0.0,0.5638,0.5513
ETHUSDT,I,edgenext,30,21days,2024-08,Test,0.4962,0.6633,1.0,0.6416,0.6426
ETHUSDT,I,edgenext,30,28days,2024-04,Test,0.5004,0.6671,1.0,0.7248,0.7265
ETHUSDT,I,edgenext,30,28days,2024-06,Train,0.5101,0.0,0.0,0.4985,0.7415
ETHUSDT,I,edgenext,30,28days,2024-08,Test,0.504,0.0,0.0,0.5133,0.6138
ETHUSDT,I,edgenext,30,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,30,28days,2024-02,Test,0.4994,0.6661,1.0,0.4998,0.7492
ETHUSDT,I,edgenext,30,28days,2024-03,Test,0.5045,0.0,0.0,0.5373,0.5224
ETHUSDT,I,edgenext,30,7days,2024-03,Test,0.4898,0.0,0.0,0.6192,0.6159
ETHUSDT,I,edgenext,30,7days,2024-04,Test,0.4976,0.6645,1.0,0.8099,0.8094
ETHUSDT,I,edgenext,30,7days,2024-05,Test,0.4982,0.665,1.0,0.4688,0.4647
ETHUSDT,I,edgenext,30,7days,2024-02,Test,0.4888,0.6566,1.0,0.7694,0.7773
ETHUSDT,I,edgenext,30,7days,2024-08,Test,0.5058,0.0,0.0,0.7006,0.6535
ETHUSDT,I,edgenext,30,7days,2024-06,Train,0.5097,0.0,0.0,0.7301,0.7099
ETHUSDT,I,edgenext,5,14days,2024-03,Test,0.4971,0.0,0.0,0.8482,0.853
ETHUSDT,I,edgenext,5,14days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,14days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,14days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,14days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,14days,2024-02,Test,0.4961,0.6632,1.0,0.7654,0.7719
ETHUSDT,I,edgenext,5,21days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,21days,2024-04,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,21days,2024-08,Test,0.5038,0.0,0.0,0.7431,0.7573
ETHUSDT,I,edgenext,5,21days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,21days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,21days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,28days,2024-03,Test,0.4954,0.6626,1.0,0.1422,0.325
ETHUSDT,I,edgenext,5,28days,2024-02,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,28days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,28days,2024-04,Test,0.5004,0.6671,1.0,0.7613,0.7669
ETHUSDT,I,edgenext,5,28days,2024-05,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,28days,2024-06,Train,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,7days,2024-03,Test,1.0,1.0,1.0,1.0,1.0
ETHUSDT,I,edgenext,5,7days,2024-08,Test,1.0,1.0,1.0,1.0,1.0
