Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,II,small_cnn,15,14days,2024-02,Test,0.9718,0.9725,0.9709,0.9976,0.9978
ETHUSDT,II,small_cnn,15,14days,2024-03,Test,0.9762,0.9769,0.973,0.9981,0.9983
ETHUSDT,II,small_cnn,15,14days,2024-04,Test,0.9734,0.9736,0.97,0.9978,0.9979
ETHUSDT,II,small_cnn,15,14days,2024-05,Test,0.971,0.9707,0.9699,0.9973,0.9973
ETHUSDT,II,small_cnn,15,14days,2024-08,Test,0.973,0.9726,0.9708,0.9978,0.9978
ETHUSDT,II,small_cnn,15,1week,2024-06,Train,0.9954,0.9955,0.9957,0.9999,0.9999
ETHUSDT,II,small_cnn,15,21days,2024-02,Test,0.9728,0.9735,0.9716,0.9977,0.9979
ETHUSDT,II,small_cnn,15,21days,2024-03,Test,0.9756,0.9761,0.9732,0.9981,0.9982
ETHUSDT,II,small_cnn,15,21days,2024-04,Test,0.9734,0.9735,0.9698,0.9977,0.9978
ETHUSDT,II,small_cnn,15,21days,2024-05,Test,0.9711,0.9712,0.9703,0.9974,0.9975
ETHUSDT,II,small_cnn,15,21days,2024-08,Test,0.9726,0.9723,0.9718,0.9977,0.9978
ETHUSDT,II,small_cnn,15,28days,2024-02,Test,0.9742,0.975,0.9734,0.9979,0.9981
ETHUSDT,II,small_cnn,15,28days,2024-03,Test,0.975,0.9755,0.9733,0.998,0.9981
ETHUSDT,II,small_cnn,15,28days,2024-04,Test,0.9732,0.9733,0.9707,0.9977,0.9978
ETHUSDT,II,small_cnn,15,28days,2024-05,Test,0.9725,0.9724,0.9716,0.9975,0.9975
ETHUSDT,II,small_cnn,15,28days,2024-08,Test,0.9731,0.9728,0.9715,0.9978,0.9978
ETHUSDT,II,small_cnn,30,14days,2024-02,Test,0.9627,0.9651,0.9735,0.9956,0.9962
ETHUSDT,II,small_cnn,30,14days,2024-03,Test,0.9643,0.9657,0.9746,0.9957,0.9961
