Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ETHUSDT,I,ghostnet,15,28days,2024-04,Test,0.996,0.996,0.9946,0.9999,0.9999
ETHUSDT,I,ghostnet,15,7days,2024-05,Test,0.9867,0.987,0.9969,0.9997,0.9997
ETHUSDT,I,ghostnet,15,7days,2024-06,Train,0.9528,0.9531,0.9563,0.9903,0.9909
ETHUSDT,I,ghostnet,15,7days,2024-08,Test,0.9773,0.9752,0.9528,0.9993,0.9992
ETHUSDT,I,ghostnet,15,7days,2024-04,Test,0.9952,0.9953,0.9941,0.9999,0.9999
ETHUSDT,I,ghostnet,15,7days,2024-03,Test,0.9834,0.9841,0.9693,0.9999,0.9999
ETHUSDT,I,ghostnet,15,7days,2024-02,Test,0.9942,0.9944,0.9982,0.9999,0.9999
ETHUSDT,I,ghostnet,30,14days,2024-04,Test,0.9959,0.996,0.995,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-08,Test,0.9948,0.9947,0.9923,0.9999,0.9999
ETHUSDT,I,ghostnet,30,14days,2024-06,Train,0.996,0.996,0.9926,1.0,1.0
ETHUSDT,I,ghostnet,30,14days,2024-02,Test,0.991,0.9914,0.988,0.9997,0.9997
ETHUSDT,I,ghostnet,30,14days,2024-03,Test,0.9956,0.9957,0.9926,0.9999,0.9999
ETHUSDT,I,ghostnet,30,14days,2024-05,Test,0.9935,0.9936,0.9953,0.9998,0.9998
ETHUSDT,I,ghostnet,30,21days,2024-06,Train,0.9984,0.9984,0.9975,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-03,Test,0.9975,0.9976,0.9991,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-08,Test,0.9969,0.9969,0.9987,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-04,Test,0.9969,0.9969,0.9967,0.9999,0.9999
ETHUSDT,I,ghostnet,30,21days,2024-02,Test,0.996,0.9962,0.9972,1.0,1.0
ETHUSDT,I,ghostnet,30,21days,2024-05,Test,0.9968,0.9968,0.9941,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-03,Test,0.9984,0.9985,0.9981,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-06,Train,0.9974,0.9973,0.997,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-02,Test,0.9985,0.9986,0.9977,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-05,Test,0.9977,0.9978,0.9966,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-04,Test,0.9962,0.9963,0.9988,1.0,1.0
ETHUSDT,I,ghostnet,30,28days,2024-08,Test,0.9969,0.9969,0.9954,1.0,1.0
ETHUSDT,I,ghostnet,30,7days,2024-08,Test,0.9939,0.9936,0.9987,0.9998,0.9997
ETHUSDT,I,ghostnet,30,7days,2024-02,Test,0.99,0.9904,0.9841,0.9997,0.9997
ETHUSDT,I,ghostnet,30,7days,2024-03,Test,0.9663,0.9684,0.9736,0.9963,0.9969
ETHUSDT,I,ghostnet,30,7days,2024-04,Test,0.9898,0.9898,0.9856,0.9996,0.9996
ETHUSDT,I,ghostnet,30,7days,2024-05,Test,0.9846,0.9848,0.9723,0.9997,0.9997
ETHUSDT,I,ghostnet,30,7days,2024-06,Train,0.9773,0.9782,0.9856,0.9977,0.9978
ETHUSDT,I,ghostnet,5,14days,2024-05,Test,0.9766,0.9773,1.0,0.9999,0.9999
ETHUSDT,I,ghostnet,5,14days,2024-08,Test,0.993,0.9929,0.9869,0.9999,0.9999
ETHUSDT,I,ghostnet,5,14days,2024-02,Test,0.9957,0.9958,0.9971,0.9999,0.9999
ETHUSDT,I,ghostnet,5,14days,2024-06,Train,0.9964,0.9963,0.997,1.0,1.0
ETHUSDT,I,ghostnet,5,14days,2024-04,Test,0.988,0.9881,0.9988,0.9996,0.9996
ETHUSDT,I,ghostnet,5,14days,2024-03,Test,0.9873,0.9877,0.9978,0.9997,0.9997
ETHUSDT,I,ghostnet,5,21days,2024-03,Test,0.9917,0.9917,0.9861,0.9998,0.9998
ETHUSDT,I,ghostnet,5,21days,2024-04,Test,0.993,0.993,0.9982,0.9998,0.9998
ETHUSDT,I,ghostnet,5,21days,2024-05,Test,0.9879,0.9879,0.9775,0.9998,0.9998
ETHUSDT,I,ghostnet,5,21days,2024-02,Test,0.9946,0.9947,0.9911,0.9999,0.9999
ETHUSDT,I,ghostnet,5,21days,2024-08,Test,0.9927,0.9927,0.9904,0.9998,0.9998
ETHUSDT,I,ghostnet,5,21days,2024-06,Train,0.9977,0.9977,0.9977,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-03,Test,0.9935,0.9935,0.9992,0.9999,0.9999
ETHUSDT,I,ghostnet,5,28days,2024-04,Test,0.9956,0.9956,0.9948,0.9999,0.9999
ETHUSDT,I,ghostnet,5,28days,2024-02,Test,0.9835,0.9837,0.9684,0.9999,0.9999
ETHUSDT,I,ghostnet,5,28days,2024-06,Train,0.9968,0.9968,0.9981,1.0,1.0
ETHUSDT,I,ghostnet,5,28days,2024-08,Test,0.9937,0.9938,0.9984,0.9999,0.9999
ETHUSDT,I,ghostnet,5,28days,2024-05,Test,0.9838,0.9836,0.9682,0.9998,0.9998
ETHUSDT,I,ghostnet,5,7days,2024-08,Test,0.9867,0.9866,0.9996,0.9997,0.9997
ETHUSDT,I,ghostnet,5,7days,2024-03,Test,0.9947,0.995,0.9939,0.9998,0.9999
ETHUSDT,I,ghostnet,5,7days,2024-06,Train,0.7193,0.6997,0.6633,0.7961,0.7836
ETHUSDT,I,ghostnet,5,7days,2024-02,Test,0.9945,0.9946,0.9971,0.9999,0.9999
ETHUSDT,I,ghostnet,5,7days,2024-04,Test,0.9868,0.9868,0.9944,0.9995,0.9995
ETHUSDT,I,ghostnet,5,7days,2024-05,Test,0.9556,0.9579,0.9996,0.9988,0.9987
ETHUSDT,I,levit,15,14days,2024-04,Test,0.8743,0.8884,0.9877,0.9752,0.9758
ETHUSDT,I,levit,15,14days,2024-03,Test,0.9711,0.9728,0.9989,0.9994,0.9994
ETHUSDT,I,levit,15,14days,2024-05,Test,0.9712,0.9701,0.9426,0.9997,0.9997
ETHUSDT,I,levit,15,14days,2024-06,Train,0.9937,0.9937,0.9927,0.9998,0.9998
ETHUSDT,I,levit,15,14days,2024-08,Test,0.9917,0.9915,0.9835,0.9999,0.9999
ETHUSDT,I,levit,15,14days,2024-02,Test,0.9779,0.9788,0.9953,0.9991,0.9992
ETHUSDT,I,levit,15,21days,2024-04,Test,0.9887,0.9889,0.9953,0.9996,0.9996
ETHUSDT,I,levit,15,21days,2024-03,Test,0.9495,0.953,0.9988,0.9984,0.9984
ETHUSDT,I,levit,15,21days,2024-02,Test,0.9921,0.9922,0.9853,0.9999,0.9999
ETHUSDT,I,levit,15,21days,2024-05,Test,0.9952,0.9952,0.9972,0.9999,0.9999
ETHUSDT,I,levit,15,21days,2024-08,Test,0.9933,0.9932,0.9901,0.9999,0.9999
ETHUSDT,I,levit,15,21days,2024-06,Train,0.9972,0.9972,0.9946,1.0,1.0
