Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
BTCUSDT,II,small_cnn,15,14days,2024-01,Test,0.9707,0.971,0.9521,0.998,0.9982
BTCUSDT,II,small_cnn,15,14days,2024-03,Test,0.9719,0.9724,0.9542,0.9982,0.9984
BTCUSDT,II,small_cnn,15,14days,2024-04,Test,0.9718,0.9715,0.9537,0.9982,0.9983
BTCUSDT,II,small_cnn,15,14days,2024-08,Test,0.9724,0.9713,0.9539,0.9982,0.9981
BTCUSDT,II,small_cnn,15,14days,2024-12,Test,0.9726,0.9726,0.955,0.9983,0.9984
BTCUSDT,II,small_cnn,15,1week,2024-06,Train,0.994,0.9942,0.9892,1.0,1.0
BTCUSDT,II,small_cnn,15,21days,2024-01,Test,0.9701,0.9697,0.9505,0.9979,0.998
BTCUSDT,II,small_cnn,15,21days,2024-03,Test,0.9708,0.9708,0.9519,0.9982,0.9983
BTCUSDT,II,small_cnn,15,21days,2024-04,Test,0.9711,0.9707,0.9525,0.9982,0.9982
BTCUSDT,II,small_cnn,15,21days,2024-08,Test,0.9722,0.9717,0.9544,0.9982,0.9982
BTCUSDT,II,small_cnn,15,21days,2024-12,Test,0.9729,0.9727,0.9554,0.9983,0.9984
BTCUSDT,II,small_cnn,15,28days,2024-01,Test,0.97,0.9696,0.9502,0.998,0.998
BTCUSDT,II,small_cnn,15,28days,2024-03,Test,0.9705,0.9705,0.9515,0.9982,0.9983
BTCUSDT,II,small_cnn,15,28days,2024-04,Test,0.9713,0.9707,0.9527,0.9981,0.9982
BTCUSDT,II,small_cnn,15,28days,2024-08,Test,0.9715,0.971,0.9529,0.9982,0.9982
BTCUSDT,II,small_cnn,15,28days,2024-12,Test,0.9734,0.973,0.9562,0.9983,0.9984
BTCUSDT,II,small_cnn,30,14days,2024-01,Test,0.9636,0.9648,0.9585,0.9956,0.996
BTCUSDT,II,small_cnn,30,14days,2024-03,Test,0.9649,0.9661,0.9611,0.9961,0.9964
BTCUSDT,II,small_cnn,30,14days,2024-04,Test,0.9665,0.9663,0.9603,0.9965,0.9965
BTCUSDT,II,small_cnn,30,14days,2024-08,Test,0.9677,0.9666,0.963,0.9964,0.9963
BTCUSDT,II,small_cnn,30,14days,2024-12,Test,0.9666,0.967,0.9628,0.9966,0.9968
BTCUSDT,II,small_cnn,30,1week,2024-06,Train,0.9917,0.9922,0.9917,0.9997,0.9997
BTCUSDT,II,small_cnn,30,21days,2024-01,Test,0.9635,0.9638,0.9572,0.9957,0.9959
BTCUSDT,II,small_cnn,30,21days,2024-03,Test,0.9666,0.9673,0.9639,0.9964,0.9966
BTCUSDT,II,small_cnn,30,21days,2024-04,Test,0.9655,0.9652,0.9591,0.9962,0.9963
BTCUSDT,II,small_cnn,30,21days,2024-08,Test,0.9673,0.967,0.9637,0.9964,0.9964
BTCUSDT,II,small_cnn,30,21days,2024-12,Test,0.9674,0.9677,0.963,0.9968,0.997
BTCUSDT,II,small_cnn,30,28days,2024-01,Test,0.9649,0.9651,0.959,0.996,0.9962
BTCUSDT,II,small_cnn,30,28days,2024-03,Test,0.9657,0.9666,0.9626,0.9962,0.9965
BTCUSDT,II,small_cnn,30,28days,2024-04,Test,0.9651,0.9646,0.9581,0.9961,0.9961
BTCUSDT,II,small_cnn,30,28days,2024-08,Test,0.9672,0.9669,0.963,0.9963,0.9964
BTCUSDT,II,small_cnn,30,28days,2024-12,Test,0.9668,0.9668,0.9622,0.9968,0.9969
BTCUSDT,II,small_cnn,5,14days,2024-01,Test,0.9689,0.969,0.9431,0.9986,0.9987
BTCUSDT,II,small_cnn,5,14days,2024-03,Test,0.9679,0.9677,0.9408,0.9985,0.9986
BTCUSDT,II,small_cnn,5,14days,2024-04,Test,0.9678,0.9669,0.9395,0.9986,0.9986
BTCUSDT,II,small_cnn,5,14days,2024-08,Test,0.9669,0.9656,0.937,0.9985,0.9985
BTCUSDT,II,small_cnn,5,14days,2024-12,Test,0.9692,0.9682,0.9414,0.9987,0.9987
BTCUSDT,II,small_cnn,5,1week,2024-06,Train,0.9805,0.9803,0.9619,0.9995,0.9994
BTCUSDT,II,small_cnn,5,21days,2024-01,Test,0.9683,0.9679,0.9409,0.9986,0.9987
BTCUSDT,II,small_cnn,5,21days,2024-03,Test,0.9682,0.9677,0.9411,0.9984,0.9985
BTCUSDT,II,small_cnn,5,21days,2024-04,Test,0.9668,0.9658,0.9378,0.9985,0.9985
