Coin,Experiment,Model,Window_Size,Period,Month,Dataset,Accuracy,F1,Recall,AUROC,AUPRC
ADAUSDT,II,small_cnn,15,14days,2024-01,Test,0.5012,0.6678,1.0,0.4999,0.7505
ADAUSDT,II,small_cnn,15,14days,2024-03,Test,0.5063,0.6722,1.0,0.4999,0.7531
ADAUSDT,II,small_cnn,15,14days,2024-04,Test,0.4855,0.6536,1.0,0.5001,0.7428
ADAUSDT,II,small_cnn,15,14days,2024-11,Test,0.5107,0.6761,1.0,0.4999,0.7553
ADAUSDT,II,small_cnn,15,14days,2024-12,Test,0.5078,0.6736,1.0,0.5,0.7539
ADAUSDT,II,small_cnn,15,1week,2024-09,Train,0.472,0.6413,1.0,0.5002,0.736
ADAUSDT,II,small_cnn,15,21days,2024-01,Test,0.4968,0.6638,1.0,0.5001,0.7484
ADAUSDT,II,small_cnn,15,21days,2024-03,Test,0.5002,0.6668,1.0,0.4999,0.75
ADAUSDT,II,small_cnn,15,21days,2024-04,Test,0.4866,0.6546,1.0,0.4999,0.7432
ADAUSDT,II,small_cnn,15,21days,2024-11,Test,0.5137,0.6788,1.0,0.4999,0.7568
ADAUSDT,II,small_cnn,15,21days,2024-12,Test,0.4994,0.6661,1.0,0.4999,0.7496
ADAUSDT,II,small_cnn,15,28days,2024-01,Test,0.4922,0.6597,1.0,0.5,0.7461
ADAUSDT,II,small_cnn,15,28days,2024-03,Test,0.5019,0.6683,1.0,0.5,0.7509
ADAUSDT,II,small_cnn,15,28days,2024-04,Test,0.4833,0.6516,1.0,0.5,0.7416
ADAUSDT,II,small_cnn,15,28days,2024-11,Test,0.5123,0.6775,1.0,0.5001,0.7562
ADAUSDT,II,small_cnn,15,28days,2024-12,Test,0.4968,0.6639,1.0,0.5,0.7484
ADAUSDT,II,small_cnn,30,14days,2024-01,Test,0.9621,0.9619,0.9613,0.9949,0.995
ADAUSDT,II,small_cnn,30,14days,2024-03,Test,0.9653,0.9655,0.9619,0.9956,0.9959
ADAUSDT,II,small_cnn,30,14days,2024-04,Test,0.9635,0.9627,0.9632,0.9954,0.9954
ADAUSDT,II,small_cnn,30,14days,2024-11,Test,0.9676,0.9684,0.9674,0.9965,0.9967
ADAUSDT,II,small_cnn,30,14days,2024-12,Test,0.9666,0.9669,0.9634,0.9962,0.9964
ADAUSDT,II,small_cnn,30,1week,2024-09,Train,0.9932,0.9929,0.9966,0.9998,0.9997
ADAUSDT,II,small_cnn,30,21days,2024-01,Test,0.9631,0.9628,0.9624,0.9952,0.9952
ADAUSDT,II,small_cnn,30,21days,2024-03,Test,0.9664,0.966,0.9614,0.996,0.9961
ADAUSDT,II,small_cnn,30,21days,2024-04,Test,0.9652,0.9646,0.9651,0.9958,0.9958
ADAUSDT,II,small_cnn,30,21days,2024-11,Test,0.9671,0.9684,0.9665,0.9963,0.9967
ADAUSDT,II,small_cnn,30,21days,2024-12,Test,0.9676,0.9673,0.9635,0.9964,0.9965
ADAUSDT,II,small_cnn,30,28days,2024-01,Test,0.9636,0.963,0.9642,0.9954,0.9954
ADAUSDT,II,small_cnn,30,28days,2024-03,Test,0.9653,0.9652,0.9611,0.9958,0.996
ADAUSDT,II,small_cnn,30,28days,2024-04,Test,0.9645,0.9635,0.9644,0.9955,0.9954
ADAUSDT,II,small_cnn,30,28days,2024-11,Test,0.9668,0.9678,0.9655,0.9962,0.9966
ADAUSDT,II,small_cnn,30,28days,2024-12,Test,0.9682,0.9677,0.9641,0.9964,0.9965
ADAUSDT,II,small_cnn,5,14days,2024-01,Test,0.9734,0.9726,0.9611,0.9977,0.9977
ADAUSDT,II,small_cnn,5,14days,2024-03,Test,0.9778,0.9775,0.9682,0.9985,0.9985
ADAUSDT,II,small_cnn,5,14days,2024-04,Test,0.9758,0.9747,0.9718,0.9975,0.9973
ADAUSDT,II,small_cnn,5,14days,2024-11,Test,0.9749,0.9744,0.969,0.9976,0.9975
ADAUSDT,II,small_cnn,5,14days,2024-12,Test,0.9749,0.9745,0.9577,0.9985,0.9985
ADAUSDT,II,small_cnn,5,1week,2024-09,Train,0.9894,0.9887,0.9913,0.9994,0.9993
ADAUSDT,II,small_cnn,5,21days,2024-01,Test,0.9741,0.9731,0.9647,0.9976,0.9975
ADAUSDT,II,small_cnn,5,21days,2024-03,Test,0.9786,0.9781,0.9678,0.9987,0.9987
ADAUSDT,II,small_cnn,5,21days,2024-04,Test,0.9767,0.9758,0.9715,0.9977,0.9976
ADAUSDT,II,small_cnn,5,21days,2024-11,Test,0.9761,0.9757,0.9675,0.998,0.9979
ADAUSDT,II,small_cnn,5,21days,2024-12,Test,0.9757,0.9749,0.9588,0.9986,0.9986
ADAUSDT,II,small_cnn,5,28days,2024-01,Test,0.9743,0.9732,0.9663,0.9976,0.9975
ADAUSDT,II,small_cnn,5,28days,2024-03,Test,0.9776,0.977,0.9676,0.9985,0.9985
ADAUSDT,II,small_cnn,5,28days,2024-04,Test,0.9756,0.9746,0.971,0.9976,0.9974
ADAUSDT,II,small_cnn,5,28days,2024-11,Test,0.9757,0.9753,0.9647,0.9981,0.9981
ADAUSDT,II,small_cnn,5,28days,2024-12,Test,0.9757,0.9748,0.9588,0.9986,0.9986
ADAUSDT,II,edgenext,15,14days,2024-12,Test,0.9964,0.9965,0.999,1.0,1.0
ADAUSDT,II,edgenext,15,14days,2024-01,Test,0.9838,0.9835,0.9677,0.9999,0.9999
ADAUSDT,II,edgenext,15,14days,2024-04,Test,0.9815,0.9813,0.9991,0.9997,0.9996
ADAUSDT,II,edgenext,15,14days,2024-11,Test,0.9723,0.9725,0.9597,0.9969,0.9949
ADAUSDT,II,edgenext,15,14days,2024-03,Test,0.9884,0.9887,0.9999,0.9999,0.9999
ADAUSDT,II,edgenext,15,21days,2024-03,Test,0.9941,0.9941,0.9978,0.9999,0.9999
ADAUSDT,II,edgenext,15,21days,2024-12,Test,0.5006,0.0,0.0,0.7871,0.8412
ADAUSDT,II,edgenext,15,21days,2024-01,Test,0.9866,0.9863,0.9735,0.9999,0.9999
ADAUSDT,II,edgenext,15,21days,2024-04,Test,0.5134,0.0,0.0,0.5,0.7433
ADAUSDT,II,edgenext,15,21days,2024-11,Test,0.5137,0.6788,1.0,0.8013,0.7562
ADAUSDT,II,edgenext,15,28days,2024-12,Test,0.9929,0.9928,0.9858,1.0,1.0
ADAUSDT,II,edgenext,15,28days,2024-01,Test,0.5078,0.0,0.0,0.2221,0.3313
ADAUSDT,II,edgenext,15,28days,2024-11,Test,0.5123,0.6775,1.0,0.8138,0.7632
ADAUSDT,II,edgenext,15,28days,2024-03,Test,0.9978,0.9978,0.9956,1.0,1.0
ADAUSDT,II,edgenext,15,28days,2024-04,Test,0.9998,0.9998,0.9996,1.0,1.0
ADAUSDT,II,edgenext,15,7days,2024-09,Train,0.9984,0.9983,0.9968,1.0,1.0
ADAUSDT,II,edgenext,30,14days,2024-04,Test,0.5106,0.0,0.0,0.7393,0.6588
ADAUSDT,II,edgenext,30,14days,2024-01,Test,0.9948,0.9948,0.9937,0.9999,0.9999
ADAUSDT,II,edgenext,30,14days,2024-12,Test,0.9933,0.9933,0.9873,0.9999,0.9999
ADAUSDT,II,edgenext,30,14days,2024-03,Test,0.5037,0.6699,1.0,0.9836,0.9846
ADAUSDT,II,edgenext,30,14days,2024-11,Test,0.5133,0.6784,1.0,0.6731,0.6268
ADAUSDT,II,edgenext,30,21days,2024-04,Test,0.4912,0.6588,1.0,0.7528,0.7975
ADAUSDT,II,edgenext,30,21days,2024-03,Test,0.5033,0.0,0.0,0.5011,0.4839
ADAUSDT,II,edgenext,30,21days,2024-12,Test,0.997,0.997,0.9984,1.0,1.0
ADAUSDT,II,edgenext,30,21days,2024-01,Test,0.5039,0.0,0.0,0.856,0.8356
ADAUSDT,II,edgenext,30,21days,2024-11,Test,0.5203,0.6845,1.0,0.4589,0.4819
ADAUSDT,II,edgenext,30,28days,2024-04,Test,0.5138,0.0,0.0,0.8161,0.8226
ADAUSDT,II,edgenext,30,28days,2024-11,Test,0.9976,0.9977,0.9974,0.9999,0.9999
ADAUSDT,II,edgenext,30,28days,2024-01,Test,0.5086,0.0,0.0,0.5168,0.6959
ADAUSDT,II,edgenext,30,28days,2024-03,Test,0.5012,0.6677,1.0,0.5,0.7506
ADAUSDT,II,edgenext,30,28days,2024-12,Test,0.997,0.997,0.9954,1.0,1.0
ADAUSDT,II,edgenext,30,7days,2024-09,Train,0.9954,0.9951,0.9937,0.9999,0.9999
ADAUSDT,II,edgenext,5,14days,2024-12,Test,0.9737,0.9743,0.9996,0.9997,0.9997
ADAUSDT,II,edgenext,5,14days,2024-04,Test,0.9903,0.99,0.996,0.9997,0.9997
ADAUSDT,II,edgenext,5,14days,2024-03,Test,0.999,0.999,0.9989,1.0,1.0
ADAUSDT,II,edgenext,5,14days,2024-11,Test,0.9989,0.9989,0.9986,1.0,1.0
ADAUSDT,II,edgenext,5,14days,2024-01,Test,0.9924,0.9922,0.9896,0.9998,0.9998
ADAUSDT,II,edgenext,5,21days,2024-11,Test,0.9896,0.9896,0.9874,0.9992,0.9992
ADAUSDT,II,edgenext,5,21days,2024-12,Test,0.9974,0.9973,0.9971,1.0,1.0
ADAUSDT,II,edgenext,5,21days,2024-03,Test,0.9959,0.9958,0.9932,0.9999,0.9999
ADAUSDT,II,edgenext,5,21days,2024-01,Test,0.9993,0.9993,0.9985,1.0,1.0
ADAUSDT,II,edgenext,5,21days,2024-04,Test,0.9985,0.9984,0.9969,1.0,1.0
ADAUSDT,II,edgenext,5,28days,2024-03,Test,0.9985,0.9984,0.9969,1.0,1.0
ADAUSDT,II,edgenext,5,28days,2024-11,Test,0.9991,0.9991,0.9996,1.0,1.0
ADAUSDT,II,edgenext,5,28days,2024-12,Test,0.996,0.9959,0.9965,0.9999,0.9999
ADAUSDT,II,edgenext,5,28days,2024-01,Test,0.9927,0.9925,0.9917,0.9998,0.9998
ADAUSDT,II,edgenext,5,28days,2024-04,Test,0.9985,0.9984,0.9973,1.0,1.0
ADAUSDT,II,edgenext,5,7days,2024-09,Train,0.9843,0.9833,0.9869,0.9984,0.9981
ADAUSDT,II,ghostnet,15,14days,2024-11,Test,0.9956,0.9957,0.9952,0.9999,0.9999
ADAUSDT,II,ghostnet,15,14days,2024-03,Test,0.9946,0.9946,0.9925,0.9999,0.9999
ADAUSDT,II,ghostnet,15,14days,2024-12,Test,0.9896,0.9897,0.9803,0.9999,0.9999
ADAUSDT,II,ghostnet,15,14days,2024-04,Test,0.9963,0.9962,0.997,0.9999,0.9999
ADAUSDT,II,ghostnet,15,14days,2024-01,Test,0.9955,0.9955,0.9922,0.9999,0.9999
ADAUSDT,II,ghostnet,15,21days,2024-04,Test,0.9993,0.9993,0.999,1.0,1.0
ADAUSDT,II,ghostnet,15,21days,2024-03,Test,0.9969,0.9969,0.9964,1.0,1.0
ADAUSDT,II,ghostnet,15,21days,2024-11,Test,0.9949,0.995,0.9958,0.9999,0.9999
ADAUSDT,II,ghostnet,15,21days,2024-01,Test,0.9926,0.9925,0.9869,0.9999,0.9999
ADAUSDT,II,ghostnet,15,21days,2024-12,Test,0.9988,0.9988,0.9985,1.0,1.0
ADAUSDT,II,ghostnet,15,28days,2024-04,Test,0.9984,0.9983,0.997,1.0,1.0
ADAUSDT,II,ghostnet,15,28days,2024-11,Test,0.9956,0.9957,0.9954,0.9999,0.9999
ADAUSDT,II,ghostnet,15,28days,2024-12,Test,0.9963,0.9963,0.9931,1.0,1.0
ADAUSDT,II,ghostnet,15,28days,2024-03,Test,0.9983,0.9983,0.9989,1.0,1.0
ADAUSDT,II,ghostnet,15,28days,2024-01,Test,0.9989,0.9989,0.9996,1.0,1.0
ADAUSDT,II,ghostnet,15,7days,2024-09,Train,0.9969,0.9967,0.9937,1.0,1.0
ADAUSDT,II,ghostnet,30,14days,2024-01,Test,0.9946,0.9946,0.9913,0.9999,0.9999
ADAUSDT,II,ghostnet,30,14days,2024-11,Test,0.9914,0.9916,0.9861,0.9998,0.9998
ADAUSDT,II,ghostnet,30,14days,2024-12,Test,0.9941,0.9942,0.9905,0.9998,0.9998
ADAUSDT,II,ghostnet,30,14days,2024-04,Test,0.9826,0.9825,0.9999,0.9998,0.9998
ADAUSDT,II,ghostnet,30,14days,2024-03,Test,0.9896,0.9895,0.98,0.9999,0.9999
ADAUSDT,II,ghostnet,30,21days,2024-12,Test,0.9957,0.9957,0.999,0.9999,0.9999
ADAUSDT,II,ghostnet,30,21days,2024-11,Test,0.9958,0.9959,0.9982,0.9999,0.9999
ADAUSDT,II,ghostnet,30,21days,2024-01,Test,0.9966,0.9966,0.9937,1.0,1.0
ADAUSDT,II,ghostnet,30,21days,2024-04,Test,0.9959,0.9958,0.9935,0.9999,0.9999
ADAUSDT,II,ghostnet,30,21days,2024-03,Test,0.9981,0.9981,0.9985,1.0,1.0
ADAUSDT,II,ghostnet,30,28days,2024-03,Test,0.9968,0.9968,0.9945,1.0,1.0
ADAUSDT,II,ghostnet,30,28days,2024-12,Test,0.9968,0.9967,0.9944,0.9999,0.9999
ADAUSDT,II,ghostnet,30,28days,2024-11,Test,0.9923,0.9926,0.9998,1.0,1.0
ADAUSDT,II,ghostnet,30,28days,2024-04,Test,0.9918,0.9916,0.9905,0.9997,0.9997
ADAUSDT,II,ghostnet,30,28days,2024-01,Test,0.9967,0.9966,0.9948,0.9999,0.9999
ADAUSDT,II,ghostnet,30,7days,2024-09,Train,0.9936,0.9932,0.9903,0.9998,0.9998
ADAUSDT,II,ghostnet,5,14days,2024-12,Test,0.9961,0.9961,0.9938,1.0,1.0
ADAUSDT,II,ghostnet,5,14days,2024-01,Test,0.9935,0.9933,0.9937,0.9994,0.9996
ADAUSDT,II,ghostnet,5,14days,2024-04,Test,0.9947,0.9945,0.9954,0.9998,0.9998
ADAUSDT,II,ghostnet,5,14days,2024-11,Test,0.9842,0.9841,0.9975,0.9997,0.9997
ADAUSDT,II,ghostnet,5,14days,2024-03,Test,0.9974,0.9974,0.9968,1.0,1.0
ADAUSDT,II,ghostnet,5,21days,2024-04,Test,0.9967,0.9965,0.9944,1.0,1.0
